station,train_name,final_destination_station,delay_in_min,time,is_canceled,train_type,train_line_ride_id,train_line_station_num,arrival_planned_time,arrival_change_time,departure_planned_time,departure_change_time
Stuttgart Hbf,ICE 2402,Dortmund Hbf,5,2024-07-17 17:56:00,False,ICE,-5049952125224097798-2407171528,5,2024-07-17 17:45:00,2024-07-17 17:51:00,2024-07-17 17:51:00,2024-07-17 17:56:00
Stuttgart Hbf,ICE 2509,München Hbf,11,2024-07-17 18:10:00,False,ICE,-8570183957246820181-2407171554,4,2024-07-17 17:52:00,2024-07-17 17:56:00,2024-07-17 17:59:00,2024-07-17 18:10:00
Stuttgart Hbf,ICE 2502,Frankfurt(Main)Hbf,11,2024-07-17 18:16:00,False,ICE,-1481309699314519873-2407171547,5,2024-07-17 17:59:00,2024-07-17 18:05:00,2024-07-17 18:05:00,2024-07-17 18:16:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,0,2024-07-17 17:08:00,True,ICE,-6869650552962585885-2407171502,5,2024-07-17 17:02:00,2024-07-17 17:02:00,2024-07-17 17:08:00,2024-07-17 17:08:00
Stuttgart Hbf,ICE 1069,München Hbf,0,2024-07-17 18:51:00,True,ICE,7280991471195430281-2407171804,3,2024-07-17 18:45:00,2024-07-17 18:45:00,2024-07-17 18:51:00,2024-07-17 18:51:00
Stuttgart Hbf,ICE 592,Frankfurt(Main)Hbf,3,2024-07-17 18:54:00,False,ICE,5089820149948252230-2407171646,5,2024-07-17 18:43:00,2024-07-17 18:45:00,2024-07-17 18:51:00,2024-07-17 18:54:00
Stuttgart Hbf,ICE 2409,München Hbf,37,2024-07-17 18:51:00,False,ICE,4921089780310698838-2407171030,18,2024-07-17 18:08:00,2024-07-17 18:35:00,2024-07-17 18:14:00,2024-07-17 18:51:00
Stuttgart Hbf,ICE 266,Basel SBB,0,2024-07-17 19:12:00,True,ICE,-2795453744905001153-2407171659,6,2024-07-17 19:02:00,2024-07-17 19:02:00,2024-07-17 19:12:00,2024-07-17 19:12:00
Stuttgart Hbf,ICE 2511,München Hbf,3,2024-07-17 20:02:00,False,ICE,-6444941605235901936-2407171747,4,2024-07-17 19:53:00,2024-07-17 19:55:00,2024-07-17 19:59:00,2024-07-17 20:02:00
Stuttgart Hbf,ICE 2500,Frankfurt(Main)Hbf,11,2024-07-17 20:16:00,False,ICE,7958024030493783972-2407171747,5,2024-07-17 19:59:00,2024-07-17 20:11:00,2024-07-17 20:05:00,2024-07-17 20:16:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,21,2024-07-17 19:36:00,False,ICE,6795498665772062818-2407171324,8,2024-07-17 19:08:00,2024-07-17 19:31:00,2024-07-17 19:15:00,2024-07-17 19:36:00
Stuttgart Hbf,ICE 2400,Berlin Ostbahnhof,2,2024-07-17 19:53:00,False,ICE,3612321124108775378-2407171728,5,2024-07-17 19:45:00,2024-07-17 19:47:00,2024-07-17 19:51:00,2024-07-17 19:53:00
Stuttgart Hbf,ICE 2411,München Hbf,60,2024-07-17 21:14:00,False,ICE,5224976432653514129-2407171229,18,2024-07-17 20:08:00,2024-07-17 21:11:00,2024-07-17 20:14:00,2024-07-17 21:14:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,0,2024-07-17 20:51:00,False,ICE,-7610672940066525446-2407171846,5,2024-07-17 20:43:00,2024-07-17 20:42:00,2024-07-17 20:51:00,2024-07-17 20:51:00
Stuttgart Hbf,ICE 910,Saarbrücken Hbf,1,2024-07-17 20:39:00,False,ICE,6195485783263057734-2407171828,5,2024-07-17 20:31:00,2024-07-17 20:32:00,2024-07-17 20:38:00,2024-07-17 20:39:00
Stuttgart Hbf,ICE 693,München Hbf,41,2024-07-17 21:56:00,False,ICE,-5198077084450588432-2407171524,8,2024-07-17 21:08:00,2024-07-17 21:51:00,2024-07-17 21:15:00,2024-07-17 21:56:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,4,2024-07-17 21:15:00,False,ICE,-1895474681646249837-2407171901,6,2024-07-17 21:03:00,2024-07-17 21:09:00,2024-07-17 21:11:00,2024-07-17 21:15:00
Stuttgart Hbf,ICE 2308,Frankfurt(Main)Hbf,0,2024-07-17 22:05:00,True,ICE,993826748729604473-2407171946,5,2024-07-17 21:59:00,2024-07-17 21:59:00,2024-07-17 22:05:00,2024-07-17 22:05:00
Stuttgart Hbf,ICE 990,Frankfurt(Main)Hbf,25,2024-07-17 23:16:00,False,ICE,-2320340282101811304-2407172043,6,2024-07-17 22:43:00,2024-07-17 23:11:00,2024-07-17 22:51:00,2024-07-17 23:16:00
Stuttgart Hbf,ICE 2413,München Hbf,0,2024-07-17 22:14:00,True,ICE,-5721089426791775973-2407171044,23,2024-07-17 22:08:00,2024-07-18 00:52:00,2024-07-17 22:14:00,2024-07-17 22:14:00
Stuttgart Hbf,ICE 698,Berlin Gesundbrunnen,0,2024-07-18 00:11:00,False,ICE,7108274583246193747-2407172151,5,2024-07-18 00:01:00,2024-07-17 23:57:00,2024-07-18 00:11:00,2024-07-18 00:11:00
Stuttgart Hbf,ICE 618,Köln Hbf,20,2024-07-18 02:42:00,False,ICE,2686007473625185344-2407180001,5,2024-07-18 02:16:00,2024-07-18 02:30:00,2024-07-18 02:22:00,2024-07-18 02:42:00
Stuttgart Hbf,ICE 619,München Hbf,0,2024-07-18 03:39:00,False,ICE,8701286456892320958-2407172244,5,2024-07-18 03:24:00,2024-07-18 03:22:00,2024-07-18 03:39:00,2024-07-18 03:39:00
Stuttgart Hbf,ICE 699,München Hbf,3,2024-07-18 05:15:00,False,ICE,-7138074359361066746-2407171919,15,2024-07-18 04:52:00,2024-07-18 05:10:00,2024-07-18 05:12:00,2024-07-18 05:15:00
Stuttgart Hbf,ICE 22016,Hamburg-Altona,1,2024-07-18 05:52:00,False,ICE,8488895160366256058-2407180317,5,2024-07-18 05:45:00,2024-07-18 05:45:00,2024-07-18 05:51:00,2024-07-18 05:52:00
Stuttgart Hbf,ICE 1061,München Hbf,2,2024-07-18 06:02:00,False,ICE,5427594935199921006-2407180453,5,2024-07-18 05:53:00,2024-07-18 05:55:00,2024-07-18 06:00:00,2024-07-18 06:02:00
Stuttgart Hbf,ICE 561,München Hbf,3,2024-07-18 06:53:00,False,ICE,-605877143281749034-2407180600,3,2024-07-18 06:44:00,2024-07-18 06:46:00,2024-07-18 06:50:00,2024-07-18 06:53:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,0,2024-07-18 07:10:00,True,ICE,1847313071699172804-2407180500,5,2024-07-18 07:04:00,2024-07-18 07:04:00,2024-07-18 07:10:00,2024-07-18 07:10:00
Stuttgart Hbf,ICE 991,München Hbf,19,2024-07-18 07:34:00,False,ICE,4178793572863103484-2407180526,5,2024-07-18 07:07:00,2024-07-18 07:26:00,2024-07-18 07:15:00,2024-07-18 07:34:00
Stuttgart Hbf,ICE 717,München Hbf,3,2024-07-18 08:02:00,False,ICE,-4746884754763411071-2407180605,4,2024-07-18 07:53:00,2024-07-18 07:57:00,2024-07-18 07:59:00,2024-07-18 08:02:00
Stuttgart Hbf,ICE 2512,Frankfurt(Main)Hbf,20,2024-07-18 08:25:00,False,ICE,-8394972919237501261-2407180543,5,2024-07-18 07:59:00,2024-07-18 08:20:00,2024-07-18 08:05:00,2024-07-18 08:25:00
Stuttgart Hbf,ICE 2412,Hamburg-Altona,3,2024-07-18 07:54:00,False,ICE,4340345157597797141-2407180532,5,2024-07-18 07:45:00,2024-07-18 07:48:00,2024-07-18 07:51:00,2024-07-18 07:54:00
Stuttgart Hbf,ICE 267,München Hbf,0,2024-07-18 08:51:00,True,ICE,9036257144873715932-2407180550,11,2024-07-18 08:45:00,2024-07-18 08:45:00,2024-07-18 08:51:00,2024-07-18 08:51:00
Stuttgart Hbf,ICE 692,Hamburg Hbf,2,2024-07-18 08:53:00,False,ICE,-690776802853422910-2407180641,5,2024-07-18 08:44:00,2024-07-18 08:41:00,2024-07-18 08:51:00,2024-07-18 08:53:00
Stuttgart Hbf,ICE 913,München Hbf,4,2024-07-18 09:32:00,False,ICE,9025370439367946468-2407180651,7,2024-07-18 09:22:00,2024-07-18 09:27:00,2024-07-18 09:28:00,2024-07-18 09:32:00
Stuttgart Hbf,ICE 2410,Hamburg-Altona,3,2024-07-18 09:54:00,False,ICE,3110215159235448756-2407180728,5,2024-07-18 09:45:00,2024-07-18 09:48:00,2024-07-18 09:51:00,2024-07-18 09:54:00
Stuttgart Hbf,ICE 591,München Hbf,8,2024-07-18 09:23:00,False,ICE,7394330786495536556-2407180705,4,2024-07-18 09:08:00,2024-07-18 09:09:00,2024-07-18 09:15:00,2024-07-18 09:23:00
Stuttgart Hbf,ICE 2501,München Hbf,1,2024-07-18 10:00:00,False,ICE,-4712900064770768337-2407180801,4,2024-07-18 09:52:00,2024-07-18 09:55:00,2024-07-18 09:59:00,2024-07-18 10:00:00
Stuttgart Hbf,ICE 2510,Frankfurt(Main)Hbf,11,2024-07-18 10:16:00,False,ICE,8355114340284714121-2407180746,5,2024-07-18 09:59:00,2024-07-18 10:11:00,2024-07-18 10:05:00,2024-07-18 10:16:00
Stuttgart Hbf,ICE 563,München Hbf,0,2024-07-18 10:51:00,True,ICE,7515891464844108057-2407180827,6,2024-07-18 10:45:00,2024-07-18 10:45:00,2024-07-18 10:51:00,2024-07-18 10:51:00
Stuttgart Hbf,ICE 2401,München Hbf,16,2024-07-18 10:30:00,False,ICE,2625137238235520637-2407180011,24,2024-07-18 10:08:00,2024-07-18 10:22:00,2024-07-18 10:14:00,2024-07-18 10:30:00
Stuttgart Hbf,ICE 690,Hamburg Hbf,9,2024-07-18 11:00:00,False,ICE,-2543008509222161707-2407180846,5,2024-07-18 10:43:00,2024-07-18 10:55:00,2024-07-18 10:51:00,2024-07-18 11:00:00
Stuttgart Hbf,ICE 568,Karlsruhe Hbf,20,2024-07-18 11:32:00,False,ICE,-5628776902806503379-2407180903,5,2024-07-18 11:02:00,2024-07-18 11:27:00,2024-07-18 11:12:00,2024-07-18 11:32:00
Stuttgart Hbf,ICE 593,München Hbf,2,2024-07-18 11:17:00,False,ICE,-602704781851165380-2407180514,10,2024-07-18 11:08:00,2024-07-18 11:13:00,2024-07-18 11:15:00,2024-07-18 11:17:00
Stuttgart Hbf,ICE 2503,München Hbf,7,2024-07-18 12:06:00,False,ICE,-1324707288457092225-2407180954,4,2024-07-18 11:53:00,2024-07-18 12:01:00,2024-07-18 11:59:00,2024-07-18 12:06:00
Stuttgart Hbf,ICE 2408,Hamburg-Altona,11,2024-07-18 12:02:00,False,ICE,263505606232155959-2407180927,5,2024-07-18 11:45:00,2024-07-18 11:56:00,2024-07-18 11:51:00,2024-07-18 12:02:00
Stuttgart Hbf,ICE 2508,Frankfurt(Main)Hbf,11,2024-07-18 12:16:00,False,ICE,2118840296672669969-2407180947,5,2024-07-18 11:59:00,2024-07-18 12:11:00,2024-07-18 12:05:00,2024-07-18 12:16:00
Stuttgart Hbf,ICE 565,München Hbf,0,2024-07-18 12:51:00,True,ICE,3705893801311502416-2407181204,3,2024-07-18 12:45:00,2024-07-18 12:45:00,2024-07-18 12:51:00,2024-07-18 12:51:00
Stuttgart Hbf,ICE 2403,München Hbf,28,2024-07-18 12:42:00,False,ICE,-1834385079321189756-2407180429,19,2024-07-18 12:08:00,2024-07-18 12:37:00,2024-07-18 12:14:00,2024-07-18 12:42:00
Stuttgart Hbf,ICE 1218,Hamburg Hbf,13,2024-07-18 13:04:00,False,ICE,8983673647294408675-2407180840,11,2024-07-18 12:43:00,2024-07-18 12:59:00,2024-07-18 12:51:00,2024-07-18 13:04:00
Stuttgart Hbf,ICE 2406,Hamburg-Altona,8,2024-07-18 13:59:00,False,ICE,-8978030187738286064-2407181128,5,2024-07-18 13:45:00,2024-07-18 13:54:00,2024-07-18 13:51:00,2024-07-18 13:59:00
Stuttgart Hbf,ICE 566,Karlsruhe Hbf,3,2024-07-18 13:12:00,False,ICE,-4243685153474784824-2407181103,5,2024-07-18 13:02:00,2024-07-18 13:07:00,2024-07-18 13:09:00,2024-07-18 13:12:00
Stuttgart Hbf,ICE 595,München Hbf,18,2024-07-18 13:33:00,False,ICE,5524095712606932700-2407180613,11,2024-07-18 13:08:00,2024-07-18 13:28:00,2024-07-18 13:15:00,2024-07-18 13:33:00
Stuttgart Hbf,ICE 2505,München Hbf,17,2024-07-18 14:16:00,False,ICE,-1386351384940595123-2407181153,4,2024-07-18 13:53:00,2024-07-18 14:08:00,2024-07-18 13:59:00,2024-07-18 14:16:00
Stuttgart Hbf,ICE 2506,Frankfurt(Main)Hbf,13,2024-07-18 14:18:00,False,ICE,-3190940513038667025-2407181148,5,2024-07-18 13:59:00,2024-07-18 14:10:00,2024-07-18 14:05:00,2024-07-18 14:18:00
Stuttgart Hbf,ICE 1096,Hamburg Hbf,0,2024-07-18 14:51:00,False,ICE,7265904803286392428-2407181247,5,2024-07-18 14:43:00,2024-07-18 14:46:00,2024-07-18 14:51:00,2024-07-18 14:51:00
Stuttgart Hbf,ICE 2405,München Hbf,29,2024-07-18 14:43:00,False,ICE,-5623276319120077997-2407180629,18,2024-07-18 14:08:00,2024-07-18 14:38:00,2024-07-18 14:14:00,2024-07-18 14:43:00
Stuttgart Hbf,ICE 567,München Hbf,6,2024-07-18 14:57:00,False,ICE,3762301582140299933-2407181404,3,2024-07-18 14:45:00,2024-07-18 14:51:00,2024-07-18 14:51:00,2024-07-18 14:57:00
Stuttgart Hbf,ICE 2504,Frankfurt(Main)Hbf,18,2024-07-18 16:23:00,False,ICE,-3746817127465080930-2407181348,5,2024-07-18 15:59:00,2024-07-18 16:18:00,2024-07-18 16:05:00,2024-07-18 16:23:00
Stuttgart Hbf,ICE 564,Karlsruhe Hbf,0,2024-07-18 15:09:00,True,ICE,-1073960129091467682-2407181303,5,2024-07-18 15:02:00,2024-07-18 15:02:00,2024-07-18 15:09:00,2024-07-18 15:09:00
Stuttgart Hbf,ICE 2507,München Hbf,35,2024-07-18 16:34:00,False,ICE,8807778814697037054-2407181354,4,2024-07-18 15:53:00,2024-07-18 15:56:00,2024-07-18 15:59:00,2024-07-18 16:34:00
Stuttgart Hbf,ICE 2404,Hamburg-Altona,3,2024-07-18 15:54:00,False,ICE,9027111534189161094-2407181327,5,2024-07-18 15:45:00,2024-07-18 15:49:00,2024-07-18 15:51:00,2024-07-18 15:54:00
Stuttgart Hbf,ICE 597,München Hbf,1,2024-07-18 15:16:00,False,ICE,434865117917205190-2407180924,8,2024-07-18 15:08:00,2024-07-18 15:08:00,2024-07-18 15:15:00,2024-07-18 15:16:00
Stuttgart Hbf,ICE 569,München Hbf,5,2024-07-18 16:56:00,False,ICE,-7759827436146803415-2407181604,3,2024-07-18 16:45:00,2024-07-18 16:51:00,2024-07-18 16:51:00,2024-07-18 16:56:00
Stuttgart Hbf,ICE 594,Hamburg Hbf,9,2024-07-18 17:00:00,False,ICE,1140779865956290650-2407181446,5,2024-07-18 16:43:00,2024-07-18 16:55:00,2024-07-18 16:51:00,2024-07-18 17:00:00
Stuttgart Hbf,ICE 2407,München Hbf,67,2024-07-18 17:21:00,False,ICE,-6564341875414589886-2407180829,18,2024-07-18 16:08:00,2024-07-18 17:16:00,2024-07-18 16:14:00,2024-07-18 17:21:00
Stuttgart Hbf,ICE 599,München Hbf,105,2024-07-18 18:59:00,False,ICE,3567808221161966225-2407181124,8,2024-07-18 17:08:00,2024-07-18 18:54:00,2024-07-18 17:14:00,2024-07-18 18:59:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,0,2024-07-18 17:08:00,True,ICE,-6869650552962585885-2407181502,5,2024-07-18 17:02:00,2024-07-18 17:02:00,2024-07-18 17:08:00,2024-07-18 17:08:00
Stuttgart Hbf,ICE 2502,Frankfurt(Main)Hbf,3,2024-07-18 18:08:00,False,ICE,-1481309699314519873-2407181547,5,2024-07-18 17:59:00,2024-07-18 18:01:00,2024-07-18 18:05:00,2024-07-18 18:08:00
Stuttgart Hbf,ICE 2402,Dortmund Hbf,4,2024-07-18 17:55:00,False,ICE,-5049952125224097798-2407181528,5,2024-07-18 17:45:00,2024-07-18 17:45:00,2024-07-18 17:51:00,2024-07-18 17:55:00
Stuttgart Hbf,ICE 2509,München Hbf,1,2024-07-18 18:00:00,False,ICE,-8570183957246820181-2407181554,4,2024-07-18 17:52:00,2024-07-18 17:55:00,2024-07-18 17:59:00,2024-07-18 18:00:00
Stuttgart Hbf,ICE 2409,München Hbf,38,2024-07-18 18:52:00,False,ICE,4921089780310698838-2407181030,18,2024-07-18 18:08:00,2024-07-18 18:47:00,2024-07-18 18:14:00,2024-07-18 18:52:00
Stuttgart Hbf,ICE 592,Frankfurt(Main)Hbf,17,2024-07-18 19:08:00,False,ICE,5089820149948252230-2407181646,5,2024-07-18 18:43:00,2024-07-18 18:47:00,2024-07-18 18:51:00,2024-07-18 19:08:00
Stuttgart Hbf,ICE 1069,München Hbf,0,2024-07-18 18:51:00,True,ICE,7280991471195430281-2407181804,3,2024-07-18 18:45:00,2024-07-18 18:45:00,2024-07-18 18:51:00,2024-07-18 18:51:00
Stuttgart Hbf,ICE 2511,München Hbf,1,2024-07-18 20:00:00,False,ICE,-6444941605235901936-2407181747,4,2024-07-18 19:53:00,2024-07-18 19:53:00,2024-07-18 19:59:00,2024-07-18 20:00:00
Stuttgart Hbf,ICE 2500,Frankfurt(Main)Hbf,2,2024-07-18 20:07:00,False,ICE,7958024030493783972-2407181747,5,2024-07-18 19:59:00,2024-07-18 20:02:00,2024-07-18 20:05:00,2024-07-18 20:07:00
Stuttgart Hbf,ICE 2400,Berlin Ostbahnhof,0,2024-07-18 19:51:00,False,ICE,3612321124108775378-2407181728,5,2024-07-18 19:45:00,2024-07-18 19:44:00,2024-07-18 19:51:00,2024-07-18 19:51:00
Stuttgart Hbf,ICE 266,Basel SBB,0,2024-07-18 19:12:00,True,ICE,-2795453744905001153-2407181659,6,2024-07-18 19:02:00,2024-07-18 19:02:00,2024-07-18 19:12:00,2024-07-18 19:12:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,7,2024-07-18 19:22:00,False,ICE,6795498665772062818-2407181324,8,2024-07-18 19:08:00,2024-07-18 19:09:00,2024-07-18 19:15:00,2024-07-18 19:22:00
Stuttgart Hbf,ICE 910,Saarbrücken Hbf,2,2024-07-18 20:40:00,False,ICE,6195485783263057734-2407181828,5,2024-07-18 20:31:00,2024-07-18 20:33:00,2024-07-18 20:38:00,2024-07-18 20:40:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,12,2024-07-18 21:03:00,False,ICE,-7610672940066525446-2407181846,5,2024-07-18 20:43:00,2024-07-18 20:58:00,2024-07-18 20:51:00,2024-07-18 21:03:00
Stuttgart Hbf,ICE 2411,München Hbf,17,2024-07-18 20:31:00,False,ICE,5224976432653514129-2407181229,18,2024-07-18 20:08:00,2024-07-18 20:26:00,2024-07-18 20:14:00,2024-07-18 20:31:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,2,2024-07-18 21:13:00,False,ICE,-1895474681646249837-2407181901,6,2024-07-18 21:03:00,2024-07-18 21:09:00,2024-07-18 21:11:00,2024-07-18 21:13:00
Stuttgart Hbf,ICE 2308,Frankfurt(Main)Hbf,0,2024-07-18 22:05:00,True,ICE,993826748729604473-2407181946,5,2024-07-18 21:59:00,2024-07-18 21:59:00,2024-07-18 22:05:00,2024-07-18 22:05:00
Stuttgart Hbf,ICE 693,München Hbf,32,2024-07-18 21:47:00,False,ICE,-5198077084450588432-2407181524,8,2024-07-18 21:08:00,2024-07-18 21:41:00,2024-07-18 21:15:00,2024-07-18 21:47:00
Stuttgart Hbf,ICE 2413,München Hbf,0,2024-07-18 22:14:00,True,ICE,-5721089426791775973-2407181044,23,2024-07-18 22:08:00,2024-07-19 00:07:00,2024-07-18 22:14:00,2024-07-18 22:14:00
Stuttgart Hbf,ICE 990,Frankfurt(Main)Hbf,20,2024-07-18 23:11:00,False,ICE,-2320340282101811304-2407182043,6,2024-07-18 22:43:00,2024-07-18 23:02:00,2024-07-18 22:51:00,2024-07-18 23:11:00
Stuttgart Hbf,ICE 698,Berlin Gesundbrunnen,28,2024-07-19 00:39:00,False,ICE,7108274583246193747-2407182151,5,2024-07-19 00:01:00,2024-07-19 00:35:00,2024-07-19 00:11:00,2024-07-19 00:39:00
Stuttgart Hbf,ICE 618,Köln Hbf,34,2024-07-19 02:56:00,False,ICE,2686007473625185344-2407190007,5,2024-07-19 02:16:00,2024-07-19 02:51:00,2024-07-19 02:22:00,2024-07-19 02:56:00
Stuttgart Hbf,ICE 619,München Hbf,0,2024-07-19 03:39:00,False,ICE,8701286456892320958-2407182247,5,2024-07-19 03:24:00,2024-07-19 02:49:00,2024-07-19 03:39:00,2024-07-19 03:39:00
Stuttgart Hbf,ICE 699,München Hbf,0,2024-07-19 05:12:00,False,ICE,-7138074359361066746-2407181919,15,2024-07-19 04:52:00,2024-07-19 04:25:00,2024-07-19 05:12:00,2024-07-19 05:12:00
Stuttgart Hbf,ICE 22016,Hamburg-Altona,6,2024-07-19 05:57:00,False,ICE,8488895160366256058-2407190324,5,2024-07-19 05:45:00,2024-07-19 05:52:00,2024-07-19 05:51:00,2024-07-19 05:57:00
Stuttgart Hbf,ICE 1061,München Hbf,0,2024-07-19 05:52:00,False,ICE,5427594935199921006-2407190453,5,2024-07-19 05:45:00,2024-07-19 05:42:00,2024-07-19 05:52:00,2024-07-19 05:52:00
Stuttgart Hbf,ICE 561,München Hbf,0,2024-07-19 06:50:00,False,ICE,-605877143281749034-2407190600,3,2024-07-19 06:44:00,2024-07-19 06:43:00,2024-07-19 06:50:00,2024-07-19 06:50:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,0,2024-07-19 07:10:00,True,ICE,1847313071699172804-2407190500,5,2024-07-19 07:04:00,2024-07-19 07:04:00,2024-07-19 07:10:00,2024-07-19 07:10:00
Stuttgart Hbf,ICE 717,München Hbf,7,2024-07-19 08:06:00,False,ICE,-4746884754763411071-2407190605,4,2024-07-19 07:53:00,2024-07-19 08:01:00,2024-07-19 07:59:00,2024-07-19 08:06:00
Stuttgart Hbf,ICE 991,München Hbf,3,2024-07-19 07:18:00,False,ICE,4178793572863103484-2407190526,5,2024-07-19 07:07:00,2024-07-19 07:06:00,2024-07-19 07:15:00,2024-07-19 07:18:00
Stuttgart Hbf,ICE 2512,Frankfurt(Main)Hbf,14,2024-07-19 08:19:00,False,ICE,-8394972919237501261-2407190543,5,2024-07-19 07:59:00,2024-07-19 08:14:00,2024-07-19 08:05:00,2024-07-19 08:19:00
Stuttgart Hbf,ICE 2412,Hamburg-Altona,4,2024-07-19 07:55:00,False,ICE,4340345157597797141-2407190532,5,2024-07-19 07:45:00,2024-07-19 07:49:00,2024-07-19 07:51:00,2024-07-19 07:55:00
Stuttgart Hbf,ICE 267,München Hbf,0,2024-07-19 08:51:00,True,ICE,9036257144873715932-2407190550,11,2024-07-19 08:45:00,2024-07-19 08:45:00,2024-07-19 08:51:00,2024-07-19 08:51:00
Stuttgart Hbf,ICE 692,Hamburg Hbf,6,2024-07-19 08:57:00,False,ICE,-690776802853422910-2407190641,5,2024-07-19 08:44:00,2024-07-19 08:45:00,2024-07-19 08:51:00,2024-07-19 08:57:00
Stuttgart Hbf,ICE 2410,Hamburg-Altona,2,2024-07-19 09:53:00,False,ICE,3110215159235448756-2407190728,5,2024-07-19 09:45:00,2024-07-19 09:46:00,2024-07-19 09:51:00,2024-07-19 09:53:00
Stuttgart Hbf,ICE 913,München Hbf,3,2024-07-19 09:31:00,False,ICE,9025370439367946468-2407190651,7,2024-07-19 09:22:00,2024-07-19 09:24:00,2024-07-19 09:28:00,2024-07-19 09:31:00
Stuttgart Hbf,ICE 591,München Hbf,2,2024-07-19 09:17:00,False,ICE,7394330786495536556-2407190705,4,2024-07-19 09:08:00,2024-07-19 09:08:00,2024-07-19 09:15:00,2024-07-19 09:17:00
Stuttgart Hbf,ICE 2501,München Hbf,3,2024-07-19 10:02:00,False,ICE,-4712900064770768337-2407190801,4,2024-07-19 09:52:00,2024-07-19 09:54:00,2024-07-19 09:59:00,2024-07-19 10:02:00
Stuttgart Hbf,ICE 2510,Frankfurt(Main)Hbf,15,2024-07-19 10:20:00,False,ICE,8355114340284714121-2407190746,5,2024-07-19 09:59:00,2024-07-19 10:15:00,2024-07-19 10:05:00,2024-07-19 10:20:00
Stuttgart Hbf,ICE 563,München Hbf,0,2024-07-19 10:51:00,True,ICE,7515891464844108057-2407190827,6,2024-07-19 10:45:00,2024-07-19 10:45:00,2024-07-19 10:51:00,2024-07-19 10:51:00
Stuttgart Hbf,ICE 2401,München Hbf,19,2024-07-19 10:33:00,False,ICE,2625137238235520637-2407190011,24,2024-07-19 10:08:00,2024-07-19 10:28:00,2024-07-19 10:14:00,2024-07-19 10:33:00
Stuttgart Hbf,ICE 690,Hamburg Hbf,48,2024-07-19 11:39:00,False,ICE,-2543008509222161707-2407190846,5,2024-07-19 10:43:00,2024-07-19 11:34:00,2024-07-19 10:51:00,2024-07-19 11:39:00
Stuttgart Hbf,ICE 2408,Hamburg-Altona,17,2024-07-19 12:08:00,False,ICE,263505606232155959-2407190927,5,2024-07-19 11:45:00,2024-07-19 12:03:00,2024-07-19 11:51:00,2024-07-19 12:08:00
Stuttgart Hbf,ICE 2508,Frankfurt(Main)Hbf,16,2024-07-19 12:21:00,False,ICE,2118840296672669969-2407190947,5,2024-07-19 11:59:00,2024-07-19 12:15:00,2024-07-19 12:05:00,2024-07-19 12:21:00
Stuttgart Hbf,ICE 568,Karlsruhe Hbf,36,2024-07-19 11:48:00,False,ICE,-5628776902806503379-2407190903,5,2024-07-19 11:02:00,2024-07-19 11:37:00,2024-07-19 11:12:00,2024-07-19 11:48:00
Stuttgart Hbf,ICE 593,München Hbf,1,2024-07-19 11:16:00,False,ICE,-602704781851165380-2407190514,10,2024-07-19 11:08:00,2024-07-19 11:08:00,2024-07-19 11:15:00,2024-07-19 11:16:00
Stuttgart Hbf,ICE 2503,München Hbf,25,2024-07-19 12:24:00,False,ICE,-1324707288457092225-2407190954,4,2024-07-19 11:53:00,2024-07-19 12:19:00,2024-07-19 11:59:00,2024-07-19 12:24:00
Stuttgart Hbf,ICE 2403,München Hbf,31,2024-07-19 12:45:00,False,ICE,-1834385079321189756-2407190429,19,2024-07-19 12:08:00,2024-07-19 12:40:00,2024-07-19 12:14:00,2024-07-19 12:45:00
Stuttgart Hbf,ICE 1218,Hamburg Hbf,6,2024-07-19 12:57:00,False,ICE,8983673647294408675-2407190840,11,2024-07-19 12:43:00,2024-07-19 12:52:00,2024-07-19 12:51:00,2024-07-19 12:57:00
Stuttgart Hbf,ICE 565,München Hbf,0,2024-07-19 12:51:00,True,ICE,3705893801311502416-2407191204,3,2024-07-19 12:45:00,2024-07-19 12:45:00,2024-07-19 12:51:00,2024-07-19 12:51:00
Stuttgart Hbf,ICE 2505,München Hbf,3,2024-07-19 14:02:00,False,ICE,-1386351384940595123-2407191153,4,2024-07-19 13:53:00,2024-07-19 13:54:00,2024-07-19 13:59:00,2024-07-19 14:02:00
Stuttgart Hbf,ICE 566,Karlsruhe Hbf,4,2024-07-19 13:13:00,False,ICE,-4243685153474784824-2407191103,5,2024-07-19 13:02:00,2024-07-19 13:08:00,2024-07-19 13:09:00,2024-07-19 13:13:00
Stuttgart Hbf,ICE 2406,Hamburg-Altona,9,2024-07-19 14:00:00,False,ICE,-8978030187738286064-2407191128,5,2024-07-19 13:45:00,2024-07-19 13:54:00,2024-07-19 13:51:00,2024-07-19 14:00:00
